event_date,event_name,,,,,,,,,,,,,
7/3/2015, Ice Hockey  / Bears and Company  / Iwakura  / Gnash  / Old Sport  ,,,,,,,,,,,,,
7/6/2015, The Virus  / The Kaotix  / Strafgod  / Spatgasm  ,,,,,,,,,,,,,
7/8/2015, Boats Without Oars / Medicine Bow / Emasculator / Old Sport / Circling ,,,,,,,,,,,,,
7/9/2015, No Tide / Sundressed  / Acrylics  / Mako1972  ,,,,,,,,,,,,,
7/10/2015, DJ Soli / DJ Roach / Pat Anthony,,,,,,,,,,,,,
7/11/2015, Stoic. / Mean Ends / High Tide Low Tide (FB Aaron) / Anterroir,,,,,,,,,,,,,
7/12/2015,Head Injuries / Bongo Bums  / FUBAR / X and the Junkies / Couch Bombs,,,,,,,,,,,,,
7/14/2015, Cadaver Dog / Pure Disgust / Barge / Negative Degree / Culture Shock ,,,,,,,,,,,,,
7/16/2015, Vasudeva  / iluminado  / Civil Youth  / Young Set Club  ,,,,,,,,,,,,,
7/17/2015,RBM / PxPx / Strafgod / Hellspoon (as part of Strafgod's set) / Consensual Sax / Short Bus,,,,,,,,,,,,,
7/18/2015, The Jive Tribe / The Apostled Knash / James Oneill  / The Electric Daisies  / Flat Earth Space Program  ,,,,,,,,,,,,,
7/19/2015,Freaky North / Today's Paramount / Basement Ape / Bent Not Broken,,,,,,,,,,,,,
7/20/2015, Poney  / pwrrtlz  / Green Druid  / The Uglys  / more TBA ,,,,,,,,,,,,,
7/21/2015, Line Brawl  / Screwtape  / PWR RTLZ  / Ego Leak  / Violent Fantasies  ,,,,,,,,,,,,,
7/22/2015, Kristachuwan / Lesionread / CRUX  / FOANS  / Morlox  ,,,,,,,,,,,,,
7/23/2015, Strengthen What Remains / Comrades / New Heart / Servants / Lockjaw ,,,,,,,,,,,,,
7/28/2015, Rezet / Warhead (gmail and FB Lara Gladstone ,,,,,,,,,,,,,
7/30/2015, The Ephinjis / Empress / On Repeat / Class of Their Own ,,,,,,,,,,,,,
7/31/2015,Breaid Birthday show - Short Bus / Strafgod / Flower Crown Me A Queen / Alex Morales,,,,,,,,,,,,,
8/1/2015, Benjamin Kellogg  / Frances Bloom Band  / Charlie Pray  / 86,,,,,,,,,,,,,
8/2/2015," Godhunter / Destroyer of Light  / By Us, Universe",,,,,,,,,,,,,
8/6/2015, The Howl / Typesetter  / Jack's Smirking Revenge  / Anchor Point  / Tibet Midler  ,,,,,,,,,,,,,
8/7/2015, FTS  / The Bad Engrish  / Poison Politix  / The Couch Bombs  / InLoo  ,,,,,,,,,,,,,
8/8/2015, High Hopes / Get Stoked / Crime Lab / All Dogs Invited  / The Hazelwoods,,,,,,,,,,,,,
8/9/2015,Unit-Y / Innerspace / Lucida Tela / Skyfight,,,,,,,,,,,,,
8/10/2015, Mako1972  / Comrades / Servants  / Uncle Frank and the Drunken Cousins  ,,,,,,,,,,,,,
8/11/2015, Justinedrugs  / Sativa Cult / Gottem  / Byrgeau Noil  / Foxtrot  ,,,,,,,,,,,,,
8/13/2015, The Velveteers / Captain Algebra / Gentlemen (FB Jonathan Wald etc ,,,,,,,,,,,,,
8/14/2015, Aaron Saye Birthday show Day 1!! Cloud Catcher/ Spacewaster / Ghosts of Glaciers / Today's Paramount / See You Home Wolf / Tigerwine,,,,,,,,,,,,,
8/15/2015," Aaron Saye Birthday show Day 2 / Unity fest!! Unity fest!! - Night Gaunts / Days n' Daze / Oh-Alrights (FB Nicole, MUST BE secret until 8/9) / Chatterbox / RBM  / Screwtape / Broken Bow / Short Bus / Rascals / Flower Crown Me A Queen / Ego Leak / Blue Lane Frontier / Bitch n' Dudes",,,,,,,,,,,,,
8/16/2015, Axis / Old Wounds / Of Feather and Bone / Uneasy Peace / La Haine ,,,,,,,,,,,,,
8/19/2015, Forever Losing Sleep / Arrows In Her  / justinedrugs  / With Iowa In Between  / Use The Sun  / Byrgeau Noil  ,,,,,,,,,,,,,
8/20/2015, ManifestiV / Dr. Death + Mr. Vile / Keldari Station ,,,,,,,,,,,,,
8/21/2015, Sea of Teeth  / Here's to Fightin'  / Daniel Amedee  / Blue Lane Frontier  / My Friends Worship Satan  ,,,,,,,,,,,,,
8/22/2015, Naga  / Vowel / Old Sport  / Use The Sun  / Screwtape  ,,,,,,,,,,,,,
8/23/2015, Sea Giant  / Loanword  / Hexes  / Chromadrift  / more TBA ,,,,,,,,,,,,,
8/25/2015, Wayfarer  / East Sherman  / Gnash  / Full Bore  ,,,,,,,,,,,,,
8/26/2015, Invalids / Panucci's Pizza  / iluminado  / Boats Without Oars  / Facial  ,,,,,,,,,,,,,
8/27/2015, Beacon  / Rock Paper Gary  / Pleasant Creak  / Depreciana  / Evenstar  ,,,,,,,,,,,,,
8/28/2015, Riot Fest afterparty! Jack's Smirking Revenge / The Bunny Gang / Direct Hit! ,,,,,,,,,,,,,
8/31/2015, Homeshake / Sheer Agony  / Trancers  / Homebody / Bang Play  ,,,,,,,,,,,,,
9/1/2015, Boats Without Oars  / Bearcubbin'  / Cousin Clyde  ,,,,,,,,,,,,,
9/2/2015, Open Mic Night ,,,,,,,,,,,,,
9/3/2015, On The Cinder / Matt Pless  / Cousin Boneless  / Creation Order Xtinction / Midwestern Dirt / Strawberry Riot ,,,,,,,,,,,,,
9/4/2015, Apathy Syndrome  / Kael'thallian (previously Armanium ,,,,,,,,,,,,,
9/6/2015, Kevin Schlereth / Foxhollow  / Ozark Howler Monkeys  / Blue Lane Frontier  / Emily Montelongo  ,,,,,,,,,,,,,
9/7/2015, Garrett Botkins  / Flint Blade and Honeydew  / Bella Trout  / Pennyfarthing Gang / Death by Coffee  ,,,,,,,,,,,,,
9/10/2015,Save Sharona show - Bull Dyke Slut Militia / Naftalia Eyebrow / Key and Anchor,,,,,,,,,,,,,
9/11/2015, Shawn James acoustic  / Sea of Teeth  / Charlie Pray  ,,,,,,,,,,,,,
9/13/2015, Shanghai Sally  / Positive Marvin  / InAeona  / Earthen Tongue  / MANSA  ,,,,,,,,,,,,,
9/15/2015, Not Half Bad  / Crab Legs  / Black Dots  / The Larimers  ,,,,,,,,,,,,,
9/17/2015, Sea of Teeth  / Miss Shevaughn & Yuma Wray  / The Electric Daisies  / Sharon Knight  ,,,,,,,,,,,,,
9/18/2015, Trip Lip / Snailmate  / Remember The Radio  / Vibracaust,,,,,,,,,,,,,
9/19/2015, Television Generation / Quiet Oaks / Lightning Rodney / Prescribed Fire ,,,,,,,,,,,,,
9/20/2015,Lunetta + Ratfuck  / Bobby Meader Music / Megalodan / Sea of Teeth / Foxtrot ,,,,,,,,,,,,,
9/22/2015, Old Sport  / Whenskiesaregrey  / Cold Blue Mountain  / Euth  ,,,,,,,,,,,,,
9/23/2015, The Dread Crew of Oddwood  / Rainbow Dragoneyes / Solarfall / more TBA ,,,,,,,,,,,,,
9/25/2015, Negura Bunget / Dynfari  / Dreadnought  / Lithe  ,,,,,,,,,,,,,
9/26/2015, 7C Anniversary show night #1 / Travis Tucker's Birthday show ,,,,,,,,,,,,,
9/27/2015,Fall of Scylla/Versus / Postcards/ Psychosomatic / Shahiye of Ra / Paths To Necropolis ,,,,,,,,,,,,,
9/28/2015, Use the Sun / Endolphins / MC Foucault / In July / Triangle Introverts ,,,,,,,,,,,,,
9/30/2015, Papertowns. / Tigerwine  / The Saturday Giant  / Hexes  / Modern Goon  ,,,,,,,,,,,,,
10/2/2015, Staple Milk / Juicebox / Will + Jackson  / Leomar Mendez  / more TBA ,,,,,,,,,,,,,
10/3/2015,Jack Leo birthday show - Screwtape / Violent Fantasies / Still Alive / Flower Crown Me A Queen / Solarfall / Fall of Scylla (Jack) / John Edmiston ,,,,,,,,,,,,,
10/4/2015, Kael'Thallian / The Oblivion Hymn / The Dead Letters  / A Light Among Many  ,,,,,,,,,,,,,
10/5/2015,Signals Midwest / Timeshares / Arliss Nancy / Jack's Smirking Revenge / more TBA,,,,,,,,,,,,,
10/8/2015, Flower Crown Me A Queen  / Self Proclaimed Narcissist  / Bull Dyke Slut Militia  / My Friends Worship Satan  / Pleasant Creak  ,,,,,,,,,,,,,
10/9/2015,Tricoma / Full Bore / Positive Marvin / Drunkin' Relatives / A Light Among Many/ Foans,,,,,,,,,,,,,
10/10/2015,"Larimers , Class of their own, Evenstar , RBM , Blue Lane, Short Bus, Wild Trees, Strafgod, All Dogs Invited), Activate Boner, JSR, The Bunny Gang",,,,,,,,,,,,,
10/11/2015,SimonFest 2015 - Facial / Circling / Grotto  / Use the Sun / Old Sport / Justinedrugs / Obtuse  / Evenstar / Byrgeau Noil / iluminado / The Family Bed / Overslept / Alterity / Euth / In July / Triangle Introverts / Wild Trees / more TBA,,,,,,,,,,,,,
10/15/2015, Use The Sun  / Hair Dream  / Pathless Sea  / Max Speyer  ,,,,,,,,,,,,,
10/16/2015, Mutant Vigilantes  / Shut Up Matt Jewett  / My Friends Worship Satan  / Jay  / Crust,,,,,,,,,,,,,
10/17/2015, Cheyenne Duba / Subtleties / Crystalline Cowboy / Beacon ,,,,,,,,,,,,,
10/18/2015, Backseat Vinyl  / The Pharos  / Landlord  / Sharon  ,,,,,,,,,,,,,
10/19/2015, Brother Moses  / We Are Doom  / *Less  / Evenstar ,,,,,,,,,,,,,
10/23/2015, Covers night #1! - Screwtape as RATM / JSR as AM!  / X & the Junkies as Blink 182  / Violent Fantasies as WF,,,,,,,,,,,,,
10/24/2015,Covers night #2! - FUBAR as Suicidal Tendencies / Flower Crown Me A Queen as Bright Eyes / My Friends Worship Satan as Pat the Bunny  / The Finks as the Ramones and Misfits ,,,,,,,,,,,,,
10/25/2015, Jukebox Romantics  / The Neutralizers  / La Mugre Social Club  ,,,,,,,,,,,,,
10/28/2015, Young Jesus  / Kid Eternity / Kevin Lawson  / Dramad  / more TBA ,,,,,,,,,,,,,
10/29/2015, Insatanity / Nervo Chaos / Nybbas / Paths To Necropolis ,,,,,,,,,,,,,
10/30/2015,Haunted House Show - Allout Helter / The Ghoulies / Captain Blood / WhiteCatPink,,,,,,,,,,,,,
11/1/2015,Lo-Cash Ninjas / The Repercussions / 3 Grams Over An Ounce / The Rotten Blue Menace / The Short Bus Rejects,,,,,,,,,,,,,
11/2/2015, Bob Suren book reading  / Blank Bodies  / Screwtape  ,,,,,,,,,,,,,
11/4/2015,Mads / Empress / Flower Crown Me A Queen / Landlord / Verses The Inevitable ,,,,,,,,,,,,,
11/7/2015,Yuri OJohn birthday show - Violent Fantasies / Screwtape / Mission Accomplished / Bone-Rot / FUBAR ,,,,,,,,,,,,,
11/8/2015, Justinedrugs / Alaska / Woozy / Borrowed Spirit / Mailman Land ,,,,,,,,,,,,,
11/9/2015, Eyes Eat Suns / Take The Fall  / NBOB  / All Dogs Invited  / The Healz  / more TBA ,,,,,,,,,,,,,
11/11/2015, Cult Leader  / Call of the Void  / Gnash  / Full Bore  ,,,,,,,,,,,,,
11/13/2015, DJ Soli  / Milo / Safari Al  / An Hobbes  / Beyond Existence  / MC Foucault  ,,,,,,,,,,,,,
11/14/2015, The Rotten Blue Menace / SBR / FUBAR / Screwtape / Paths To Necropolis / Pennyfarthing Gang / Fall of Scylla / Mission Accomplished / Violent Fantasies / Three Dollar Knife Fights ,,,,,,,,,,,,,
11/15/2015, Keeper / Variants  / Mission Accomplished  / All Dogs Invited  / The Ephinjis  ,,,,,,,,,,,,,
11/18/2015, Cousin Curtiss  / Wilson Harwood  / Emily Shreve  / The Opiate Poet  / The Grinning Man  ,,,,,,,,,,,,,
11/19/2015, Miss Massive Snowflake / Tom Waits for No Man / Mike Frazier and The Dying Wild  / Danghead  / Loanword  ,,,,,,,,,,,,,
11/20/2015, Burn The Fleet / iluminado / Mosaic ,,,,,,,,,,,,,
11/21/2015, Flower Crown Me A Queen  / My Friends Worship Satan  / Jay  / Crust,,,,,,,,,,,,,
11/22/2015,7C compilation release show - FUBAR / Dr. Zilog / Solarfall / Violent Fantasies / Screwtape / Paths To Necropolis ,,,,,,,,,,,,,
11/23/2015, Chase Ambler / Young Stalin / Blowhole / Purple 7 ,,,,,,,,,,,,,
11/25/2015, Enemy In I / Deprivationist / Paths To Necropolis / Remain and Sustain / Reality at its Finest ,,,,,,,,,,,,,
11/27/2015, Testing Tolerance / I Am Love  / The Pharos  ,,,,,,,,,,,,,
11/28/2015, Umbrella Weather / Life Lessons / Spirit  / Mission Accomplished  / Twenty Year Push  / Short Bus  / Then I Fly  / FUBAR  / The Neutralizers  / The Healz  / more TBA ,,,,,,,,,,,,,
12/3/2015, The Fine Constant / Sirens (both FB / Gmail Raphael ,,,,,,,,,,,,,
12/4/2015, FUBAR / The Rotten Blue Menace + SASP / ODIO / Violent Fantasies / Flower Crown Me A Queen / Crust,,,,,,,,,,,,,
12/5/2015, New Lingo  / Jamie Axton  / American Haiku  / See-You-Home-Wolf / End System,,,,,,,,,,,,,
12/7/2015, Lukas Papenfusscline  / Luisa Walker  / Evenstar  / The Opiate Poet  / more TBA ,,,,,,,,,,,,,
12/8/2015,Plane Jaymes / Stromile / The Opiate Poet / Triple T Skates / Casey Kelley / Leomar Mendez / Jae Spinz / FOANS  Jsmooth / Staple Milk,,,,,,,,,,,,,
12/9/2015, Randall Conrad Olinger  / Alex Culbreth / Sea of Teeth  / Lukas Papenfusscline  / The Grinning Man  ,,,,,,,,,,,,,
12/11/2015,7th Circle's 800th show!! - Crushed?! / Tides  / American Haiku / Sea of Teeth / The Uglys,,,,,,,,,,,,,
12/12/2015,MATINEE SHOW - Straight Outta Luck / Kaotix (unannounced) / Chemical X / Revolt / 4 Minute Warning,,,,,,,,,,,,,
12/12/2015, Nekrofilth / Fourth Seal / Rasha'im / Distended / A Light Among Many ,,,,,,,,,,,,,
12/13/2015,Blag Dahlia (Dwarves) and Nick Oliveri (Mondo Generator/Kyuss) / Alex Morales (FB) / more ,,,,,,,,,,,,,
12/14/2015, Ęłphstęppęs / Miss Odd Genie & Norm L. Princess / Charlie Pray ,,,,,,,,,,,,,
12/19/2015, Short Bus + Flower Crown Me A Queen Tour kickoff / RBM / Blue Lane Frontier / Strafgod / My Friends Worship Satan ,,,,,,,,,,,,,
12/20/2015, Acceptable Losses  / Younger Than Neil  / Casigly Chonzo  / Youthful Nothings  / more TBA ,,,,,,,,,,,,,
12/21/2015,American Grandma / Groomlake / See-You-Home-Wolf / Triangle Introverts / The Electric Daisies,,,,,,,,,,,,,
12/26/2015, France Benefit - Velveteers/Ephinjis/Empress/On Repeat/ Little Car/ Wax Lashes,,,,,,,,,,,,,
12/27/2015, WhiteCatPink / Old Sport / Idaho Green / Medicine Bow / Use The Sun ,,,,,,,,,,,,,
12/29/2015, Crafter / Lockjaw / Lonely Bones / LineBrawl / Deprivationist,,,,,,,,,,,,,
1/2/2016, Ridgeway / Pedestrian  / Euth  / Reproacher / Iwakura / Good Monk  / Covault  ,,,,,,,,,,,,,
1/5/2016, Three Dollar Knife Fights  / Bryan McPherson  / Flower Crown Me A Queen  / Alex Morales  / Jamie Axton  ,,,,,,,,,,,,,
1/7/2016, Zafakon / Calamity  / FUBAR  / Endlight  ,,,,,,,,,,,,,
1/8/2016, When Darkness Falls / Genocide Method / Shahiye of Ra / Smellblind ,,,,,,,,,,,,,
1/10/2016, The Ephinjis  / Township  / Foxtrot  / Mission Accomplished  / You Never Were  / The Proto,,,,,,,,,,,,,
1/11/2016, Leftmore  / Bobby Meader  / Remember the Radio  / Eldon Riley  ,,,,,,,,,,,,,
1/15/2016, Pathless Sea / Secret Mormon / Pelagius / Dramad ,,,,,,,,,,,,,
1/16/2016, FUBAR / Fall of Scylla / Solarfall / Katharsÿs / Cadastard ,,,,,,,,,,,,,
1/17/2016, Drug Church / Anterroir  ,,,,,,,,,,,,,
1/18/2016, Neptunian Weathervane  / KiND  / See-You-Home-Wolf / Sharone / GhostPulse,,,,,,,,,,,,,
1/19/2016, Free Throw / Young and Heartless / Sinai Vessel  / Wild Trees  / Use The Sun  / Foxtrot  ,,,,,,,,,,,,,
1/20/2016, Black Dots / Western Settings / Lawsuit Models / The Larimers ,,,,,,,,,,,,,
1/23/2016, PxPx / Hard Pipe Hitters / Bitch N' Dudes  / RBM  / Strafgod  / Screwtape  ,,,,,,,,,,,,,
1/25/2016," Finding Common Ground  / Friends, The World / Byrgeau Noil / Wrinkle / Total Goth  ",,,,,,,,,,,,,
1/26/2016, Kill Liberal  / Youthful Nothings  / Naked at the Laundromat  / The Corner Girls  ,,,,,,,,,,,,,
1/29/2016, FUBAR / Odio / Activate Boner / Eminent Terror / Fall of Scylla / Spaced Out ,,,,,,,,,,,,,
2/4/2016, Earth Groans / Sweet Ascent / Hemingway Hero   / Gnash / Royal 86  ,,,,,,,,,,,,,
2/5/2016, Reno Divorce  / The Hacks  / Landgrabbers  / The Hazelwoods  ,,,,,,,,,,,,,
2/6/2016, Today's Paramount  / Comrades / Tigerwine / See-You-Home-Wolf / GhostPulse ,,,,,,,,,,,,,
2/7/2016, Rumor Has It  / Black Dots  / Foxtrot  / The Uglys  / more TBA ,,,,,,,,,,,,,
2/9/2016, Conveyer / Motives / Dependence  / Gnash,,,,,,,,,,,,,
2/10/2016, North By North  / The Truth and Spectacle / Teacup Gorilla / Burgundy Church Wagon  ,,,,,,,,,,,,,
2/12/2016, Mike Wird / Leomar Mendez / TripleRRR / Pikazo / Zoë / Wise One / DilesCielo ,,,,,,,,,,,,,
2/13/2016, The Windermeres / Sorry Sweetheart / Avant Guardians / Mission Accomplished / GUTS ,,,,,,,,,,,,,
2/16/2016, Warhead / Brain Dead / FUBAR (FB) / Katharsys,,,,,,,,,,,,,
2/17/2016, Chasing Morgan  / Lockjaw / Versus / Bloom ,,,,,,,,,,,,,
2/18/2016, Disposed / Mission Accomplished / Three Dollar Knife Fights / Burgundy Church Wagon ,,,,,,,,,,,,,
2/19/2016, Strafgod  / The Nervous / Screwtape  / SASP  / Casigly Chonzo  ,,,,,,,,,,,,,
2/20/2016, Bourgeois Girl / Scary Drugs / The Ephinjis / Wrinkle / Dramad ,,,,,,,,,,,,,
2/21/2016, Party Like Thieves / GUTS / Cougar Gold / Mission Accomplished ,,,,,,,,,,,,,
2/22/2016,Dirty Dishes  / Muscle Beach / Boat Drinks / The Corner Girls,,,,,,,,,,,,,
2/25/2016, Obtuse / Oso Oso / Prince Daddy / Hideanyway / Lowfaith ,,,,,,,,,,,,,
2/26/2016, JSmooth / K.C.K. / Prodigal Son / Misfit Mafia / Chris ,,,,,,,,,,,,,
2/27/2016,"The Short Bus Rejects / Screwtape / RBM (UNANNOUNCED / SECRET), FUBAR / Sharone / The Opiate Poet  / Jay / Jofamaste / Blake George  / Brent Dahnie / more TBA",,,,,,,,,,,,,
2/28/2016, Teacup Gorilla  / Almost Young  / Cicely O'Kain  / The Beeves  / Island On The Moon  ,,,,,,,,,,,,,
3/1/2016, Leomar Mendez / DARKHYPHY / 100 Zone / Killigraphy / Howell / THE OZ. ,,,,,,,,,,,,,
3/2/2016, OceanLocean  / Oketo  / YOU  / Nolan Smith  ,,,,,,,,,,,,,
3/4/2016, Good Neighbor and his Tent City Drifters  / Sharone  / Blake  / more TBA ,,,,,,,,,,,,,
3/5/2016,BURGER RECORDS FEST - The Danner Party / Landgrabbers / Bourgeois Girl / more TBA,,,,,,,,,,,,,
3/6/2016, Finding Common Ground  / Noise Brigade / Wired For Havoc /  / Lightning Rodney / Bastards  ,,,,,,,,,,,,,
3/8/2016, Perspective / Lysol / Safe and Sound / Uneasy Peace / Sin Cave ,,,,,,,,,,,,,
3/10/2016, Gnash / Hapless EP release show / Full Bore / Cyclonus / Versus / Bone Rot ,,,,,,,,,,,,,
3/11/2016, SHINGAMI CREW showcase ,,,,,,,,,,,,,
3/12/2016, Dreadnought / Making Fuck  / Ēōs / Eigenlicht  / Alterity  ,,,,,,,,,,,,,
3/13/2016, Black Beard Bob memorial show ,,,,,,,,,,,,,
3/14/2016,Hobart W Fink ) / The 10 Cent Cigars  / Smashy Claw / The Lapses,,,,,,,,,,,,,
3/18/2016,Kill Ritual  / 21 Taras / Blakk Mantra / The Hollow Hearted / Pandemonium,,,,,,,,,,,,,
3/19/2016,Tragedy From Above / Screwtape  / Baptized In Sin  / Wake The Bat / Soberdose,,,,,,,,,,,,,
3/21/2016, Self Defense Family / Culture Abuse / Strange Wilds  / Bobby Meader Music  / Old Sport ,,,,,,,,,,,,,
3/22/2016, Vic n' The Narwhals  / Brothers In Law / Crescendo / BIRTHH  / Sharone  ,,,,,,,,,,,,,
3/24/2016, Matt Pless / Flower Crown Me A Queen / Alex Morales / Pennyfarthing Gang / Jamie Axton  / Jay ,,,,,,,,,,,,,
3/26/2016, Blue Lane Frontier  / Kevin Schlereth  / Evenstar  / My Friends Worship Satan  / Crust,,,,,,,,,,,,,
3/27/2016, Royal Dead  / American Pinup / Freakabout  / The Ephinijis  / Avant Guardians  ,,,,,,,,,,,,,
3/28/2016, The Velveteers  / Skating Polly  / Matthew Frantz  / Alexa Dexa  ,,,,,,,,,,,,,
3/31/2016, Jsmooth + K.C.K.  / Deadhand Matt  / Triple T Skates  / CFX Project  ,,,,,,,,,,,,,
4/1/2016,Cover Night #1 - Pennyfarthing Gang as Ghost Mice / Sharone as Delta Rae / Jamie Axton as Laura Jane Grace / Strawberrie Riot as AJJ/ Matty Mo and Elliott as Pat The Bunny / Delaney Cottrell as Front Porch Step,,,,,,,,,,,,,
4/2/2016, Aspens  / Set Your Anchor  / Foreverfall  / Crow Cavalier  ,,,,,,,,,,,,,
4/3/2016, GALLERIES  / Derek Gaines  / Foxtails Brigade  / The Beeves  ,,,,,,,,,,,,,
4/4/2016, COmmonVibes  / Wild Peace Collective  / Sweeney  / Dope boi Duce  / Eliase Yenegata tabling and selling cool Native American stuff  ,,,,,,,,,,,,,
4/5/2016, Ephinjis  / Rome Hero Foxes  / Saints of Never After  / Turvy Organ  ,,,,,,,,,,,,,
4/8/2016, The Rotten Blue Menace  / Bitch N' Dudes  / SASP / Sick Mind / Mission Accomplished / 3$KF  / Flower Crown  ,,,,,,,,,,,,,
4/9/2016, Wake The Bat  / Larusso  / Worst Neighbors  / Remember The Radio  / Fox Moses  ,,,,,,,,,,,,,
4/10/2016, The Receiver  / Sharone  / Cicely O'Kain  / Brother Saturn  / GhostPulse  ,,,,,,,,,,,,,
4/11/2016, Dr. Zilog  / Buried For A Day  / iluminado  / Aethernaut  ,,,,,,,,,,,,,
4/13/2016, Nate Grant  / Scotty and the Late Nights  / Shuad'Dib  / DROUGHT  ,,,,,,,,,,,,,
4/14/2016,Not Ben Shin  / My Friends Worship Satan / Brad Stroz / Miss Odd Genie & Norm L. Princess,,,,,,,,,,,,,
4/15/2016, Soberdose / Versus / Comrades / Night Idea / Aquaculture ,,,,,,,,,,,,,
4/16/2016, FUBAR  / Three Grams  / Three Dollar Knife Fights / Violent Fantasies  / Solarfall / Crustee the katt ,,,,,,,,,,,,,
4/17/2016, Screwtape / Stay Wild  / Screaming Mormons  / Soberdose  / Casigly Chonzo  ,,,,,,,,,,,,,
4/18/2016, Eko Rellz and Kody Mic  / COmmonVibes  / K.C.K.  / Triple T Skates  ,,,,,,,,,,,,,
4/20/2016, FUBAR  / U.S. Bastards  / SASP  / Twisted Escape  ,,,,,,,,,,,,,
4/22/2016, All Dogs Invited / Native Color / The Solid Ocean / Modus Audio / American Grandma ,,,,,,,,,,,,,
4/23/2016, Matty Mo Birthday show - Naked Naps / Naked At The Laundromat / Staple Milk / Miss Odd Genie & Norm L. Princess ,,,,,,,,,,,,,
4/24/2016, Rhythm Dragons  / The Hazelwoods  / Rotten Reputation  / The Windy Firs  ,,,,,,,,,,,,,
4/27/2016, MDC+MDC Acoustic / Deathwish  / Strafgod  / Rotstrotter  / The Youthful Nothings  / Dave Dictor book reading at 7:15 ,,,,,,,,,,,,,
4/28/2016, John Underwood  / Minor Birds/Gayle Skidmore  / The Opiate Poet  / Patrick the Pirate (FB Jeremy ,,,,,,,,,,,,,
4/29/2016, Cover Night #2  3$KF + Gordy as Sum 41 - All Killer No Filler in full/ SYHW as Nirvana / Op Ivy / Shae Danielle as Front Bottoms / The Flat Rabbits as Sorority Noise and Blink-182 acoustic,,,,,,,,,,,,,
4/30/2016, Cover Night #3 - 3$KF as Green Day / Dirty Old Useless Clowns as Gogol Bordello  / 11th Hour  / Blue Lane as AJJ  / White Stripes / Activate Boner as Taylor Swift,,,,,,,,,,,,,
5/1/2016, The Saturday Giant  / The Windy Firs  / Daniel Amedee ,,,,,,,,,,,,,
5/4/2016, Daniel Amedee / Steven and Mara  / Evenstar  / Zero Found  / more TBA ,,,,,,,,,,,,,
5/5/2016, Randall Conrad Olinger  / Jacob Green  / Seymour  / Kingdom of the Holy Sun  / Shuad'Dib  ,,,,,,,,,,,,,
5/6/2016," Screwtape EP Release / Strafgod / Wake The Bat / S.G.  / SASP  / MØB / No Delusions film premiere prior to show. Film is 105 minutes, start it at 5:30  ",,,,,,,,,,,,,
5/7/2016, Starving Wolves / PxPx / The Bad Engrish / The Wheelz / Zippers ,,,,,,,,,,,,,
5/8/2016, Loanword  / Must Be The Holy Ghost  / Lavender Fields  / Lost Shapes  ,,,,,,,,,,,,,
5/11/2016, Luke Vest / Caroline Irick / Evenstar / Blake George ,,,,,,,,,,,,,
5/12/2016, FUBAR / The Ephinjis / 2 Shoes and the Vicodins / Adric Stubblefield ,,,,,,,,,,,,,
5/13/2016, The Inactivists / Smashy Claw / Bolonium / Columbine ,,,,,,,,,,,,,
5/14/2016, FTLP Anniversary show - The Windermeres / Three Grams  / Strafgod / Johnny’s band doing Dookie  / Lowjob / Mission Accomplished-,,,,,,,,,,,,,
